,malware,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
10,1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,139,134,135,134,135,94,57,138,265,152,136,135,97,155,158,173,153,94,152,16,97
11,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,218,231,235,218,231,235,218,9,136,95,6,134,135,231,60,265,138,161,53,95,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231
12,1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,208,59,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,49
13,1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,208,59,138,59,138,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134
14,1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,139,134,135,134,135,94,57,138,265,152,136,135,97,155,158,173,153,94,152,16,97
15,1,72,253,60,263,60,59,60,138,263,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,179,153,94,153,176,94,218,94,136,135,136,135,136,135,137,136,135,137,136,135,137,136,135,137,136,135,137,152,94,153,176
16,1,95,93,157,95,176,177,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,135,235,218,56,231,233,229,218,231,235,218,56,231,233,218,231,233,218,56,231,235,218,231,235,218,134,135,231,235,218,189,182,92,134,136,92,134,176,190,153,134,135,176,190,176,190,153,176,167,176,190,153,167,153,176,153,176,168,153,176,153,176,168,153,176,153,176,190,153,176,153,176,190,153,177,190,153
17,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,218,231,235,136,95,235,218,231,235,218,9,6,134,135,231,60,265,138,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231
18,1,152,253,139,208,136,135,152,169,152,93,152,182,134,135,134,135,94,249,136,135,59,138,59,138,134,135,94,59,138,59,138,153,176,190,76,190,76,190,76,190,76,94,230,262,152,182,152,182,152,230,152,169,158,173,152,98,136,135,28,135,155,81,79,256,252,256,107,158,173,153,186,152,94,152,94,152,136,135,59,138,152,49,94,49,152,94,253,136,253,135,253,136,253,135,253,136,253,135,253,136
19,1,208,136,135,136,135,136,135,136,135,136,135,136,135,134,135,89,231,235,218,136,135,136,135,142,153,142,153,142,153,142,153,142,153,142,153,142,153,142,153,176,190,153,176,190,153,136,135,97,155,158,173,153,100,152,230,225,230,234,218,230,234,218,230,234,218,225,230,234,218,230,234,218,230,234,218,225,230,234,218,230,234,218,230,234,218,225,230,234,218,230,234,218,230,234,218,225,230,234,218,230
20,1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,139,134,135,134,135,94,57,138,265,152,136,135,97,155,158,173,153,94,152,16,97
21,1,95,134,135,261,165,153,152,165,153,152,169,152,136,135,133,94,173,134,135,152,94,182,135,182,152,136,135,136,135,136,189,230,234,218,176,190,153,176,190,153,176,190,153,231,108,176,190,153,166,153,152,153,152,157,137,176,182,161,152,182,152,169,182,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134
22,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,136,95,235,218,231,235,218,231,235,218,9,6,134,135,231,60,265,138,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231
23,1,134,135,152,169,152,169,152,169,152,169,152,169,152,169,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,182,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134
24,1,282,152,57,138,265,247,13,230,152,97,152,140,97,92,231,136,135,235,218,231,235,218,157,89,97,152,153,136,135,136,189,230,234,218,152,176,190,153,176,190,153,176,190,153,231,108,176,190,153,166,135,166,104,153,231,218,235,218,231,153,231,218,235,218,166,104,153,231,218,235,153,218,231,218,235,218,166,104,153,231,218,235,218,153,231,218,235,218,106,153,106,153,106,153,137,20,264,201,153,204
25,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,218,231,235,136,95,235,218,231,235,218,9,6,161,53,95,134,135,231,60,265,138,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,161,235,53,95,235,231,235,231,235
26,1,95,134,135,261,97,136,135,59,152,79,176,190,153,176,190,153,79,59,182,135,182,136,135,182,147,161,182,152,169,182,135,231,235,218,231,235,218,93,134,135,231,174,136,135,93,152,169,152,136,135,92,230,136,135,152,93,136,135,261,134,136,92,84,85,136,135,97,155,158,173,153,134,135,182,135,182,135,153,169,95,134,135,261,9,153,282,153,94,152,136,135,25,136,135,28,135,31,135,103,136
27,1,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,139,134,135,134,135,94,57,138,265,152,136,135,97,155,158,173,153,94,152,16,97
28,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,218,231,235,136,95,235,218,231,235,218,9,6,134,135,231,60,265,138,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231
29,1,95,136,135,136,135,136,135,136,135,81,136,135,134,135,261,93,182,152,136,135,136,135,136,135,97,16,134,135,136,135,231,235,218,231,235,218,93,134,135,231,174,136,135,93,152,169,152,136,135,136,135,136,135,95,230,234,218,136,135,92,230,136,135,136,135,93,136,135,136,135,95,134,135,81,261,9,153,282,152,153,94,152,136,135,25,136,135,28,135,31,135,103,49,94,136,135,152,166,49,94
30,1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,208,59,138,59,138,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135
31,1,152,169,152,81,134,135,261,152,72,94,253,139,262,157,139,134,135,230,234,218,139,42,239,42,239,18,72,25,194,262,153,200,57,138,262,134,136,135,137,134,136,135,137,134,136,135,137,134,136,135,137,134,136,135,137,94,153,176,190,153,176,190,153,152,169,152,176,190,86,153,94,152,136,135,94,153,176,94,218,57,138,134,135,49,94,49,94,49,153,231,92,136,135,9,135,153,231,235,218,153
32,1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,97,140,97,92,231,136,135,235,218,231,235,218,157,89,97,153,136,135,136
33,1,95,93,157,95,176,177,136,135,231,135,233,135,226,231,233,135,229,135,218,76,231,135,235,135,235,218,56,231,233,229,218,231,235,218,56,231,233,218,231,233,218,56,231,235,218,231,235,218,134,135,231,235,218,189,182,92,134,136,92,134,176,190,153,134,135,176,190,176,190,153,176,167,176,190,153,167,153,176,153,176,168,153,176,153,176,168,153,176,153,176,190,153,176,153,176,190,153,177,190,153
34,1,95,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,261,152,9,261,95,230,95,136,135,282,152,134,135,25,134,135,134,135,161,292,153,161,95,153,305,152,295,291,300,161,290,95,230,234,218,230,234,218,219,236,218,157,60,138,265,230,95,230,219,236,99,236,218,95,94,230,234,218,220,237,218,220,237,218,220,237,218,220,237,218,220
35,1,176,190,176,190,153,176,167,176,190,153,167,153,176,153,176,168,153,176,153,176,168,153,176,153,176,190,153,176,153,176,190,153,157,153,135,175,158,153,135,152,135,152,135,136,135,136,135,136,135,136,135,136,135,152,56,153,176,190,153,176,190,153,136,135,97,155,158,173,153,56,184,56,184,153,184,153,184,56,184,56,184,153,184,153,56,184,56,184,56,184,153,56,184,153,56,184,153,56,184,153
36,1,95,136,135,136,135,136,135,136,135,136,135,134,135,134,135,261,9,157,230,98,57,138,265,253,76,253,155,205,153,135,155,81,192,153,98,57,138,265,253,76,253,155,205,153,155,81,192,153,176,190,153,176,190,153,136,135,97,155,158,173,153,26,214,215,153,26,214,215,153,26,214,215,153,25,60,138,265,6,95,136,152,169,152,93,134,135,134,135,94,134,135,92,136,25,59,153,94,152,136,135
37,1,153,26,152,214,153,176,190,153,176,190,153,136,135,97,155,158,173,153,215,169,153,179,152,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,169,176,190,176,190,153,176,167,176,190,153,167,153,176,153,176,168,153,176,153,176,168,153,176,153,176,190,153,176,153,176,190,153,152,247,152,175,186,153,157,169,152,103,152,71,152,231,235,218,152,231,235,218
38,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,136,95,220,237,218,231,235,161,53,95,235,218,231,235,218,231,161,53,95,235,218,9,161,53,95,161,53,95,161,53,95,6,161,53,95,161,53,95,134,135,231,152,231,60,265,138,152,161,53
39,1,95,134,135,261,152,182,135,182,136,135,182,161,152,182,152,169,182,135,93,152,169,152,136,135,136,135,93,136,135,261,134,92,84,85,136,135,97,155,158,173,153,134,135,182,135,182,135,169,95,134,135,261,9,153,282,153,94,152,136,135,25,136,135,28,135,31,135,103,136,135,166,159,166,194,166,231,235,49,94,49,94,153,84,85,218,231,227,176,94,218,49,231,94,227,231,49,153,227,231,234
40,1,95,152,134,135,134,152,261,152,95,136,135,136,135,95,230,234,218,230,234,218,231,235,218,153,136,135,136,135,136,135,136,135,136,135,136,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,179,153,94,153
41,1,95,136,135,136,135,136,135,136,135,136,135,261,182,152,136,135,136,135,136,135,97,16,134,135,136,135,231,235,218,231,235,218,93,134,135,231,174,136,135,93,152,169,152,136,135,136,135,136,135,95,230,234,218,136,135,92,230,136,135,136,135,93,136,135,136,135,95,134,135,261,9,153,282,153,94,152,136,135,25,136,135,28,135,49,135,94,135,31,135,49,103,136,135,94,152,166,159,166,194,152
42,1,95,134,135,261,152,86,75,182,135,182,136,135,136,135,136,189,230,234,218,176,190,153,176,190,153,176,190,153,231,108,176,190,153,166,153,157,137,176,182,161,182,152,169,182,135,93,152,169,152,136,135,95,230,234,218,136,135,93,136,135,261,134,152,136,92,84,85,136,135,97,155,158,173,153,134,135,182,135,182,135,169,95,134,135,261,9,153,282,153,94,152,136,135,25,136,135,49,94,49,94
43,1,95,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,95,261,93,134,135,208,59,138,59,138,59,138,182,176,190,153,176,190,153,136,135,97,155,158,173,153,136,208,136,135,155,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192,256,192
44,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,95,93,157,95,176,177,189,182,92,134,136,92,134,176,190,153,134,135,176,190,176,190,153,176,167,176,190,153,167,153,176,153,176,168,153,176,153,176,168,153,176,153,176,190,153,176,153,176,190,153,177,190,153,136,135,134,135,92,95,136,92,177,190,153,177,190,153,93,134,135,177,174,136,92,175,165,136,92,134,135,89,231,235,218,136,92
45,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,218,231,235,218,231,235,218,9,136,95,6,134,135,231,60,265,138,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235
46,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,136,95,237,218,231,235,218,231,235,218,231,235,218,9,6,134,135,231,60,265,138,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231,235,231
47,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,218,231,235,218,231,235,136,95,235,218,231,235,218,9,6,134,135,231,161,231,53,95,60,265,138,6,152,136,135,231,233,226,231,233,226,231,235,231,235,231,235,161,53,95,235,231,235,231
48,1,95,152,169,152,134,135,134,152,261,152,56,184,152,56,184,56,184,153,56,184,152,56,184,153,56,184,153,56,184,56,184,153,184,153,184,153,56,184,56,184,153,56,184,153,56,184,153,56,184,153,184,153,56,184,56,184,56,184,153,56,184,153,56,184,153,56,184,153,184,153,56,184,56,184,153,56,184,153,56,184,153,184,153,184,153,56,184,56,184,56,184,153,184,153,184,153,56,184,56,184
49,1,152,182,135,182,136,135,182,175,161,152,182,152,169,182,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,179,153,94,153,176,94,218,94,136,135,136,135,93,152,169,152,136,135,136,135,95,230,234,218,136
50,1,152,253,139,208,136,135,152,169,152,93,152,182,134,135,134,135,94,249,136,135,59,138,59,138,134,135,94,59,138,59,138,153,176,190,76,190,76,190,76,190,76,94,230,262,152,182,152,182,152,230,59,138,59,138,94,152,136,135,59,138,134,59,138,59,138,49,94,49,231,218,135,287,136,135,230,134,135,153,176,153,176,153,253,136,253,135,253,136,253,135,53,253,136,253,135,152,253,136,253,135
51,1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,99,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,208,59,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,49
52,1,152,253,139,208,136,135,152,169,152,93,152,182,134,135,134,135,94,249,136,135,59,138,59,138,134,135,94,59,138,59,138,153,176,190,76,190,76,190,76,190,76,94,230,262,152,182,152,182,152,230,158,173,152,98,136,135,28,135,155,81,79,256,252,256,107,158,173,153,186,152,94,152,169,152,94,152,136,135,59,138,8,98,76,155,153,249,155,81,152,205,153,158,173,152,155,81,79,107,158,79
53,1,95,136,135,136,135,136,135,136,135,81,136,135,261,182,152,136,135,95,93,157,95,176,177,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,136,135,97,16,134,135,136,135,177,190,153,177,190,153,93,134,135,177,174,136,135,93,152,169,152,136,135,136,135,136,135,95,177,190,153,136,135,92,177,136,135,136,135,93,136,135,136,135,95,134,135,152,81,152,261,9,153,282,152
54,1,95,152,169,152,134,135,134,152,261,152,136,135,136,135,95,230,234,218,230,234,218,231,235,218,153,136,135,136,135,136,135,136,135,136,135,136,135,152,169,152,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,152,134,135,179,153,94
55,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,136,95,273,220,237,218,231,235,218,231,235,218,161,231,53,235,95,218,9,6,134,135,231,60,265,138,6,152,161,136,135,53,95,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235
56,1,153,176,190,153,176,190,153,134,135,134,135,134,135,93,152,231,56,140,136,135,89,140,134,135,231,176,190,134,135,136,135,134,135,140,231,235,218,134,135,134,135,253,136,253,136,253,94,59,208,59,138,59,138,153,152,94,152,136,135,136,135,136,135,136,135,136,135,141,135,141,136,135,136,135,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,140,134,135,134
57,0,95,261,152,169,152,93,134,135,134,135,153,176,190,153,176,190,153,136,135,97,155,158,173,153,94,134,135,92,136,25,94,231,157,140,64,140,59,153,140,231,235,218,136,135,9,231,235,237,218,135,11,136,135,152,136,135,134,135,136,135,136,135,136,25,94,136,135,94,231,94,152,94,136,135,94,135,60,138,265,152,136,135,136,135,152,136,135,92,152,136,135,152,135,152,94,135,152,136,135,152
58,1,135,134,152,81,99,230,183,139,134,135,139,134,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134,59,138,59,138,59,138,134,135,134,135,134,135,139,94,59,138,59,138,59,138,59,138,59,138,59,138,94,139,134,135,161,134,135,59
59,1,95,136,135,136,135,136,135,136,135,81,136,135,261,182,152,136,135,95,93,157,95,176,177,189,182,92,134,136,92,134,176,190,153,134,135,153,177,190,153,136,135,136,135,97,16,134,135,136,135,177,190,153,177,190,153,93,134,135,177,174,136,135,93,152,169,152,136,135,136,135,136,135,95,177,190,153,136,135,92,177,136,135,136,135,93,136,135,136,135,95,134,135,152,81,152,261,9,153,282,152
60,1,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,136,135,182,230,176,190,153,176,190,153,183,139,152,139,134,135,134,135,134,139,135,94,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,59,138,135,59,138,59,138,152,94,153,94,152,136,135,134,59,138,59,138,49,94,59,138,94,49,134
61,1,135,152,135,152,135,136,135,136,135,152,182,153,176,190,153,176,190,153,136,135,97,155,158,173,153,152,169,175,186,153,152,169,157,153,136,210,166,159,166,194,166,247,155,158,173,79,204,153,71,76,136,135,153,135,9,16,97,16,134,135,136,135,231,235,218,76,135,136,135,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,230,135,231,235,218,231,235,218,231,235,218,104,135,231,218
62,1,253,208,134,136,135,136,135,136,135,180,173,231,235,218,231,235,218,231,235,218,231,235,218,231,235,218,231,153,176,190,153,176,190,153,136,135,97,155,158,173,153,230,135,16,136,135,92,230,136,135,231,235,218,231,135,231,235,218,135,231,235,218,135,104,135,231,218,235,218,231,218,235,218,135,153,166,231,218,235,218,231,97,140,97,92,231,136,135,235,218,231,235,218,157,89,97,153,136,135,136
63,1,95,136,135,136,135,136,135,136,135,134,135,134,135,261,136,135,28,176,190,153,176,190,153,135,29,135,35,135,155,79,256,192,153,231,235,218,9,231,235,227,231,235,218,227,218,231,235,218,25,273,220,237,136,237,218,95,231,235,218,231,235,218,231,235,218,9,6,134,135,231,60,265,138,6,152,161,136,135,53,95,231,233,226,231,233,226,231,235,231,235,231,235,231,235,231,235,231,235,231,235
