malware,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
1,RegOpenKeyExA,NtOpenKey,NtQueryValueKey,NtClose,NtQueryAttributesFile,LoadStringA,NtAllocateVirtualMemory,LdrGetDllHandle,LdrGetProcedureAddress,GetSystemMetrics,FindResourceExW,LoadResource,LdrLoadDll,DrawTextExW,FindResourceA,SizeofResource,GetSystemWindowsDirectoryW,NtCreateFile,NtCreateSection,NtMapViewOfSection,CreateActCtxW,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrGetDllHandle,SetUnhandledExceptionFilter,CryptAcquireContextW,NtOpenKey,NtQueryValueKey,NtClose,CryptCreateHash,CryptHashData,NtCreateFile,GetFileSize,SetFilePointer,NtReadFile,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CoInitializeEx,RegEnumKeyW,CreateThread,UuidCreate,RegCreateKeyExW,RegSetValueExW,CoCreateInstance,FindResourceW,SizeofResource,LoadResource,NtDelayExecution,EnumWindows,NtAllocateVirtualMemory,RegQueryInfoKeyW,RegEnumKeyExW,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,NtClose,NtOpenKey,NtQueryValueKey,LdrGetDllHandle,LdrGetProcedureAddress,GetSystemInfo,NtAllocateVirtualMemory,RegOpenKeyExW,FindFirstFileExW,LoadStringW,LdrLoadDll,GetNativeSystemInfo,GetTimeZoneInformation,RegQueryValueExW,RegCloseKey,SetErrorMode,GetSystemMetrics,FindResourceExW,LoadResource,OleInitialize,LookupAccountSidW,DrawTextExW,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,NtClose,NtOpenKey,NtQueryValueKey,LdrGetDllHandle,LdrGetProcedureAddress,GetSystemInfo,NtAllocateVirtualMemory,RegOpenKeyExW,FindFirstFileExW,LoadStringW,LdrLoadDll,GetNativeSystemInfo,RegQueryValueExW,RegCloseKey,SetErrorMode,GetSystemMetrics,FindResourceExW,LoadResource,OleInitialize,LookupAccountSidW,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,RegOpenKeyExA,NtOpenKey,NtQueryValueKey,NtClose,NtQueryAttributesFile,LoadStringA,NtAllocateVirtualMemory,LdrGetDllHandle,LdrGetProcedureAddress,GetSystemMetrics,FindResourceExW,LoadResource,LdrLoadDll,DrawTextExW,FindResourceA,SizeofResource,GetSystemWindowsDirectoryW,NtCreateFile,NtCreateSection,NtMapViewOfSection,CreateActCtxW,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,GetCursorPos,SetErrorMode,FindResourceW,SetWindowsHookExW,FindResourceExW,LoadResource,NtAllocateVirtualMemory,NtFreeVirtualMemory,LdrGetDllHandle,LdrGetProcedureAddress,NtOpenProcess,NtClose,GetSystemMetrics,NtOpenKey,RegCloseKey,LdrLoadDll,LdrUnloadDll,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,GetSystemTimeAsFileTime,GetSystemInfo,NtCreateMutant,NtOpenKey,NtOpenKeyEx,LdrLoadDll,LdrGetProcedureAddress,RegOpenKeyExW,RegQueryInfoKeyW,RegEnumKeyExW,RegEnumValueW,RegCloseKey,GetFileAttributesW,RegQueryValueExW,FindFirstFileExW,LdrGetDllHandle,NtQuerySystemInformation,NtProtectVirtualMemory,GetSystemDirectoryW,NtQueryValueKey,NtClose,NtEnumerateKey,NtEnumerateValueKey,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrGetDllHandle,SetUnhandledExceptionFilter,CryptAcquireContextW,NtOpenKey,NtQueryValueKey,NtClose,CryptCreateHash,CryptHashData,NtCreateFile,GetFileSize,SetFilePointer,NtReadFile,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CoInitializeEx,RegEnumKeyW,CreateThread,UuidCreate,RegCreateKeyExW,RegSetValueExW,CoCreateInstance,FindResourceW,SizeofResource,LoadResource,NtAllocateVirtualMemory,RegQueryInfoKeyW,RegEnumKeyExW,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,NtAllocateVirtualMemory,SetErrorMode,LoadStringA,OleInitialize,LdrLoadDll,LdrGetProcedureAddress,NtFreeVirtualMemory,GetSystemInfo,NtProtectVirtualMemory,LdrGetDllHandle,GetSystemMetrics,SearchPathW,FindResourceExW,LoadResource,NtClose,NtOpenKey,NtQueryValueKey,GetFileAttributesW,RegOpenKeyExA,SetWindowsHookExA,NtCreateSection,NtMapViewOfSection,GetTempPathW,CryptAcquireContextW,NtCreateFile,GetFileType,GetFileSize,SetFilePointer,SetEndOfFile,GlobalMemoryStatus,NtQueryInformationFile,DrawTextExW,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,OleInitialize,LdrLoadDll,LdrGetProcedureAddress,LdrGetDllHandle,GetNativeSystemInfo,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,LookupPrivilegeValueW,NtClose,NtOpenKey,NtQueryValueKey,GetSystemWindowsDirectoryW,NtCreateFile,NtCreateSection,NtMapViewOfSection,GetUserNameA,NtAllocateVirtualMemory,RegOpenKeyExA,RegEnumKeyExA,RegQueryValueExA,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,RegOpenKeyExA,NtOpenKey,NtQueryValueKey,NtClose,NtQueryAttributesFile,LoadStringA,NtAllocateVirtualMemory,LdrGetDllHandle,LdrGetProcedureAddress,GetSystemMetrics,FindResourceExW,LoadResource,LdrLoadDll,DrawTextExW,FindResourceA,SizeofResource,GetSystemWindowsDirectoryW,NtCreateFile,NtCreateSection,NtMapViewOfSection,CreateActCtxW,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetProcedureAddress,SetUnhandledExceptionFilter,NtDeviceIoControlFile,NtClose,NtAllocateVirtualMemory,NtFreeVirtualMemory,LdrLoadDll,IsDebuggerPresent,GetSystemMetrics,NtMapViewOfSection,NtProtectVirtualMemory,NtQuerySystemInformation,RegOpenKeyExA,RegQueryValueExA,RegCloseKey,NtOpenKey,NtQueryValueKey,RegOpenKeyExW,GlobalMemoryStatusEx,NtDuplicateObject,NtCreateMutant,LdrUnloadDll,NtDelayExecution,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrGetDllHandle,SetUnhandledExceptionFilter,CryptAcquireContextW,NtOpenKey,NtQueryValueKey,NtClose,CryptCreateHash,CryptHashData,NtCreateFile,GetFileSize,SetFilePointer,NtReadFile,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CoInitializeEx,RegEnumKeyW,CreateThread,UuidCreate,RegCreateKeyExW,RegSetValueExW,CoCreateInstance,FindResourceW,SizeofResource,LoadResource,NtAllocateVirtualMemory,RegQueryInfoKeyW,RegEnumKeyExW,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,LdrGetDllHandle,LdrGetProcedureAddress,NtAllocateVirtualMemory,NtFreeVirtualMemory,NtProtectVirtualMemory,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,WSAStartup,NtAllocateVirtualMemory,FindResourceA,LoadResource,SizeofResource,SHGetFolderPathW,CopyFileA,RegOpenKeyExA,GetSystemWindowsDirectoryW,LoadStringW,GetSystemDirectoryW,RegOpenKeyExW,LdrLoadDll,LdrGetProcedureAddress,RegQueryValueExW,RegCloseKey,NtCreateMutant,GetNativeSystemInfo,NtClose,NtQuerySystemInformation,RegQueryValueExA,NtOpenKey,NtQueryValueKey,GlobalMemoryStatusEx,NtDuplicateObject,GetVolumeNameForVolumeMountPointW,GetVolumePathNamesForVolumeNameW,LdrUnloadDll,CreateProcessInternalW,ShellExecuteExW,NtTerminateProcess,NtUnmapViewOfSection,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrGetDllHandle,SetUnhandledExceptionFilter,CryptAcquireContextW,NtOpenKey,NtQueryValueKey,NtClose,CryptCreateHash,CryptHashData,NtCreateFile,GetFileSize,SetFilePointer,NtReadFile,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CoInitializeEx,RegEnumKeyW,CreateThread,UuidCreate,RegCreateKeyExW,RegSetValueExW,CoCreateInstance,NtDelayExecution,EnumWindows,FindResourceW,SizeofResource,LoadResource,NtAllocateVirtualMemory,RegQueryInfoKeyW,RegEnumKeyExW,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,GetSystemTimeAsFileTime,LdrGetDllHandle,LdrGetProcedureAddress,SetUnhandledExceptionFilter,GetSystemWindowsDirectoryW,LdrLoadDll,FindResourceExW,NtAllocateVirtualMemory,GetFileSize,NtOpenKey,NtQueryValueKey,NtClose,NtProtectVirtualMemory,MoveFileWithProgressW,NtDelayExecution,NtFreeVirtualMemory,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,GetSystemInfo,NtOpenDirectoryObject,GetSystemDirectoryW,RegOpenKeyExA,GetFileVersionInfoSizeW,GetFileVersionInfoW,NtCreateFile,NtCreateSection,NtMapViewOfSection,CoInitializeEx,WSAStartup,GetSystemMetrics,CreateThread,CryptAcquireContextW,CryptDecrypt,GetUserNameW,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,RegOpenKeyExA,NtOpenKey,NtQueryValueKey,NtClose,NtQueryAttributesFile,LoadStringA,NtAllocateVirtualMemory,LdrGetDllHandle,LdrGetProcedureAddress,GetSystemMetrics,FindResourceExW,LoadResource,LdrLoadDll,DrawTextExW,FindResourceA,SizeofResource,GetSystemWindowsDirectoryW,NtCreateFile,NtCreateSection,NtMapViewOfSection,CreateActCtxW,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,LdrGetDllHandle,SetUnhandledExceptionFilter,CryptAcquireContextW,NtOpenKey,NtQueryValueKey,NtClose,CryptCreateHash,CryptHashData,NtCreateFile,GetFileSize,SetFilePointer,NtReadFile,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,CoInitializeEx,RegEnumKeyW,CreateThread,UuidCreate,RegCreateKeyExW,RegSetValueExW,CoCreateInstance,FindResourceW,SizeofResource,LoadResource,NtAllocateVirtualMemory,RegQueryInfoKeyW,RegEnumKeyExW,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,GetSystemTimeAsFileTime,LdrLoadDll,LdrGetProcedureAddress,GetFileType,LdrGetDllHandle,SetUnhandledExceptionFilter,GetSystemInfo,NtProtectVirtualMemory,NtAllocateVirtualMemory,GetSystemWindowsDirectoryW,CreateActCtxW,RegOpenKeyExW,RegQueryValueExW,RegCloseKey,NtOpenDirectoryObject,NtFreeVirtualMemory,RegOpenKeyExA,RegQueryValueExA,GetSystemDirectoryW,CoInitializeEx,NtClose,WSAStartup,GetSystemMetrics,CreateThread,CryptAcquireContextW,CryptDecrypt,GetUserNameW,DrawTextExW,NtDuplicateObject,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,NtClose,NtOpenKey,NtQueryValueKey,LdrGetDllHandle,LdrGetProcedureAddress,GetSystemInfo,NtAllocateVirtualMemory,RegOpenKeyExW,FindFirstFileExW,LoadStringW,LdrLoadDll,GetNativeSystemInfo,GetTimeZoneInformation,RegQueryValueExW,RegCloseKey,SetErrorMode,GetSystemMetrics,FindResourceExW,LoadResource,OleInitialize,LookupAccountSidW,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
1,NtAllocateVirtualMemory,NtFreeVirtualMemory,GetFileType,LdrGetDllHandle,LdrGetProcedureAddress,SetUnhandledExceptionFilter,GetCursorPos,GetSystemMetrics,SetErrorMode,LoadStringA,SetWindowsHookExA,NtCreateMutant,RegOpenKeyExA,RegQueryValueExA,RegCloseKey,DeleteFileW,RemoveDirectoryA,CreateDirectoryW,CreateThread,NtResumeThread,NtClose,NtSuspendThread,FindResourceA,LoadResource,LdrLoadDll,LdrUnloadDll,NtOpenKey,NtQueryValueKey,GetForegroundWindow,DrawTextExW,RegOpenKeyExW,GetSystemDirectoryW,CoInitializeEx,RegQueryValueExW,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
